generation,population_size,mean_fitness,max_fitness,entropy,mutual_information,travel_gene_freq,num_migrations
0,166,-1290.3670086603897,-3.9888846138423872,7.512321331372851,0.48767866862714904,0.5421686746987951,0
1,174,-587.3894212610202,-3.9888846138423872,6.971825753907113,1.0281742460928873,0.5057471264367817,0
2,188,-306.41110314545057,-3.9888846138423872,6.455739684882364,1.5442603151176364,0.35106382978723405,0
3,158,-458.7833731276115,-3.9888846138423872,5.612705510568503,2.387294489431497,0.36075949367088606,0
4,178,-289.6219216568152,-3.9888846138423872,4.931312829489221,3.0686871705107794,0.28651685393258425,0
5,172,-299.5251240601279,-3.9888846138423872,4.187165306214315,3.8128346937856854,0.29651162790697677,0
6,162,-224.67513852655463,-3.9888846138423872,4.1866781219947455,3.8133218780052545,0.2716049382716049,0
7,158,-77.76113631994485,-3.9888846138423872,3.751639557309996,4.248360442690004,0.26582278481012656,0
8,162,-272.51282495855816,-3.9888846138423872,3.7368226473113197,4.263177352688681,0.3395061728395062,0
9,176,-249.94111908223468,-3.9888846138423872,3.437554370488626,4.562445629511374,0.45454545454545453,0
10,180,-291.5252997451738,-3.9888846138423872,3.5870526334909507,4.41294736650905,0.40555555555555556,0
11,174,-323.16304165508194,-3.9888846138423872,3.763769171578036,4.236230828421964,0.41954022988505746,0
12,168,-272.379595520591,-3.9888846138423872,3.0146211893584103,4.98537881064159,0.39880952380952384,0
13,178,-280.97873887656976,-3.9888846138423872,3.392347391896326,4.607652608103674,0.34831460674157305,0
14,178,-201.40572461779212,-3.9888846138423872,3.40724836677933,4.59275163322067,0.4101123595505618,0
15,164,-437.8458624689335,-3.9888846138423872,3.1976117352678597,4.802388264732141,0.38414634146341464,0
16,166,-254.64714077948585,-3.9888846138423872,3.434597123732193,4.565402876267807,0.3493975903614458,0
17,166,-156.97164748130982,-3.9888846138423872,3.195680683194521,4.804319316805479,0.4036144578313253,0
18,186,-244.31916094010353,-3.9888846138423872,3.4165752399021643,4.583424760097836,0.3817204301075269,0
19,166,-239.9115341057017,-3.9888846138423872,3.4625354175359995,4.5374645824640005,0.27710843373493976,0
20,180,-335.60294986568323,-3.9888846138423872,3.9047432257639287,4.095256774236072,0.35555555555555557,0
21,172,-283.44208777945823,-3.9888846138423872,3.433996733486336,4.566003266513664,0.3953488372093023,0
22,166,-414.37302205998,-3.9888846138423872,3.3106038984105974,4.689396101589402,0.3614457831325301,0
23,180,-302.67711633793647,-3.9888846138423872,3.337585181937116,4.662414818062884,0.4388888888888889,0
24,164,-481.03127493035464,-3.9888846138423872,3.6771895601377347,4.322810439862265,0.49390243902439024,0
25,168,-391.3024700580149,-3.9888846138423872,3.600179333184868,4.399820666815132,0.40476190476190477,0
26,178,-335.10698766895416,-3.9888846138423872,3.2778775381750695,4.722122461824931,0.38202247191011235,0
27,162,-275.57288661593805,-3.9888846138423872,3.491945555358938,4.508054444641062,0.42592592592592593,0
28,170,-368.166406513045,-3.9888846138423872,3.9393127666245915,4.0606872333754085,0.49411764705882355,0
29,168,-325.3349492707374,-3.9888846138423872,3.3410880167058576,4.658911983294143,0.39285714285714285,0
30,172,-308.79162669611924,-3.9888846138423872,3.151698959448888,4.848301040551112,0.4418604651162791,0
31,174,-262.0772508199421,-3.9888846138423872,3.541199100218826,4.458800899781174,0.4885057471264368,0
32,172,-273.4263518852097,-3.9888846138423872,3.623789901724056,4.376210098275944,0.37790697674418605,0
33,170,-193.8642371127182,-3.9888846138423872,3.5495341380847627,4.450465861915237,0.29411764705882354,0
34,178,-351.088977798999,-3.9888846138423872,3.9507755732497642,4.049224426750236,0.29775280898876405,0
35,172,-336.2182279880937,-3.9888846138423872,4.30324276580352,3.69675723419648,0.37790697674418605,0
36,164,-236.78411993861687,-3.9888846138423872,4.055841505987971,3.9441584940120293,0.4268292682926829,0
37,168,-296.53946131515886,-3.9888846138423872,3.714824415040509,4.285175584959491,0.47023809523809523,0
38,180,-121.7218525399175,-3.9888846138423872,3.400025262804761,4.5999747371952395,0.48333333333333334,0
39,174,-423.4130122607188,-3.9888846138423872,3.4429880384848346,4.557011961515165,0.5344827586206896,0
40,160,-399.56328489830366,-3.9888846138423872,3.5918977798794396,4.40810222012056,0.5875,0
41,174,-312.7242743882791,-3.9888846138423872,3.616799790539563,4.383200209460437,0.5574712643678161,0
42,168,-412.9514428192804,-3.9888846138423872,3.758311616705017,4.241688383294983,0.49404761904761907,0
43,178,-291.7099716803508,-3.9888846138423872,3.682112403598696,4.317887596401304,0.5280898876404494,0
44,176,-407.6156505956931,-3.9888846138423872,3.60997172479629,4.39002827520371,0.4943181818181818,0
45,172,-396.6805287689293,-3.9888846138423872,3.5174353012174833,4.482564698782516,0.46511627906976744,0
46,180,-429.32834367893446,-3.9888846138423872,3.6278970547004423,4.372102945299558,0.5388888888888889,0
47,168,-260.17223108169264,-3.9888846138423872,3.63457557165475,4.36542442834525,0.5,0
48,164,-360.5937220085546,-3.9888846138423872,3.4463021245414893,4.553697875458511,0.49390243902439024,0
49,174,-301.03325719066396,-3.9888846138423872,3.440743182733538,4.559256817266462,0.6091954022988506,0
50,176,-327.52690033862905,-3.9888846138423872,3.139757422138133,4.860242577861867,0.5284090909090909,0
51,168,-277.60319613141144,-3.9888846138423872,3.7207427380308746,4.279257261969125,0.43452380952380953,0
52,174,-299.8775931613721,-3.9888846138423872,3.488978946241655,4.511021053758345,0.4367816091954023,0
53,168,-274.92435401851475,-3.9888846138423872,3.6623532025559573,4.337646797444043,0.4107142857142857,0
54,178,-157.3865043321184,-3.9888846138423872,3.3371558636451315,4.6628441363548685,0.398876404494382,0
55,168,-234.23433050324843,-3.9888846138423872,3.5352163861459394,4.464783613854061,0.4226190476190476,0
56,170,-254.42370531636612,-3.9888846138423872,3.4055360551623215,4.5944639448376785,0.4411764705882353,0
57,174,-360.62835842892963,-3.9888846138423872,3.679103463403142,4.320896536596858,0.42528735632183906,0
58,160,-413.70234011498394,-3.9888846138423872,3.550559906941303,4.449440093058697,0.425,0
59,180,-369.87945297939984,-3.9888846138423872,3.4465418228977454,4.553458177102255,0.45555555555555555,0
60,162,-306.4986300224415,-3.9888846138423872,3.5879560865911566,4.412043913408843,0.37037037037037035,0
61,164,-331.0881685889618,-3.9888846138423872,3.7224532673705153,4.277546732629485,0.4024390243902439,0
62,172,-395.79350087918976,-3.9888846138423872,3.6168248564171677,4.383175143582832,0.4069767441860465,0
63,160,-298.0082684459285,-3.9888846138423872,3.446130363289886,4.553869636710115,0.4375,0
64,168,-327.11462818977304,-3.9888846138423872,3.5459167035786527,4.454083296421347,0.375,0
65,162,-279.6784517375059,-3.9888846138423872,3.6102132911894764,4.389786708810524,0.42592592592592593,0
66,176,-244.87855348841177,-3.9888846138423872,3.5725475859564537,4.427452414043547,0.42045454545454547,0
67,166,-261.0658100756621,-3.9888846138423872,3.3659378222907823,4.634062177709218,0.3493975903614458,0
68,174,-305.1308344012247,-3.9888846138423872,3.655487653534469,4.344512346465531,0.28160919540229884,0
69,162,-238.40113189576758,-3.9888846138423872,3.364993644783527,4.635006355216473,0.5061728395061729,0
70,172,-321.97497126622414,-3.9888846138423872,3.5067796336618695,4.4932203663381305,0.5755813953488372,0
71,168,-247.9278030314147,-3.9888846138423872,3.406739405895173,4.593260594104827,0.6130952380952381,0
72,170,-335.0573464374212,-3.9888846138423872,3.285792614172842,4.714207385827158,0.6176470588235294,0
73,172,-226.63961287387758,-3.9888846138423872,3.5251568218034848,4.474843178196515,0.5581395348837209,0
74,176,-522.5105489132915,-3.9888846138423872,4.0875082297876535,3.9124917702123465,0.5738636363636364,0
75,160,-208.90017106112663,-3.9888846138423872,3.415468923916065,4.584531076083935,0.59375,0
76,168,-444.86267702878087,-3.9888846138423872,3.512517848673964,4.487482151326036,0.5952380952380952,0
77,156,-376.63024403687564,-3.9888846138423872,3.5776227486570598,4.42237725134294,0.6089743589743589,0
78,156,-309.24003967501665,-3.9888846138423872,3.6432880480396923,4.356711951960308,0.5576923076923077,0
79,176,-213.58915293348448,-3.9888846138423872,3.8192148615781054,4.180785138421895,0.5397727272727273,0
80,164,-230.21355120645558,-3.9888846138423872,3.1299495476466173,4.870050452353382,0.5548780487804879,0
81,170,-414.3724003392385,-3.9888846138423872,3.6174473649617873,4.382552635038213,0.5588235294117647,0
82,160,-332.4512400379949,-3.9888846138423872,3.6215738591869546,4.378426140813046,0.56875,0
83,168,-228.4913494436591,-3.9888846138423872,3.7324577703363615,4.267542229663638,0.5059523809523809,0
84,168,-343.6876397463843,-3.9888846138423872,3.2156248628722874,4.784375137127713,0.4523809523809524,0
85,178,-424.6982705781993,-3.9888846138423872,3.3773933516169485,4.6226066483830515,0.33146067415730335,0
86,174,-219.2789954032779,-3.9888846138423872,3.151063123594776,4.848936876405224,0.3448275862068966,0
87,186,-339.3784748384974,-3.9888846138423872,3.3982939359425934,4.601706064057407,0.3978494623655914,0
88,170,-453.139548322285,-3.9888846138423872,3.3787316806181384,4.621268319381862,0.4294117647058823,0
89,174,-177.13490775660725,-3.9888846138423872,3.154771462344704,4.845228537655296,0.4367816091954023,0
90,180,-296.0920096588915,-3.9888846138423872,3.2913408717008483,4.708659128299152,0.4777777777777778,0
91,176,-323.88821450302663,-3.9888846138423872,3.731681452640376,4.268318547359624,0.4318181818181818,0
92,168,-341.63928313237545,-3.9888846138423872,3.6497153186812907,4.350284681318709,0.5238095238095238,0
93,170,-406.6508456969459,-3.9888846138423872,3.720714907403604,4.279285092596396,0.5058823529411764,0
94,162,-250.47607036870286,-3.9888846138423872,3.5447172145252557,4.455282785474744,0.6604938271604939,0
95,178,-240.97890926623998,-3.9888846138423872,3.513446629515175,4.486553370484825,0.6910112359550562,0
96,160,-390.7100756899746,-3.9888846138423872,3.4721442903866286,4.527855709613371,0.6375,0
97,168,-339.59386279760867,-3.9888846138423872,3.6250045283796872,4.374995471620313,0.6071428571428571,0
98,178,-261.0688390395375,-3.9888846138423872,3.3724280306193606,4.627571969380639,0.5280898876404494,0
99,166,-189.98775996947853,-3.9888846138423872,3.2074953076672634,4.792504692332736,0.536144578313253,0
100,164,-218.11438220627068,-3.9888846138423872,3.49565181348207,4.50434818651793,0.5060975609756098,0
101,172,-134.71784144670136,-3.9888846138423872,3.3811739586581697,4.61882604134183,0.45930232558139533,0
102,184,-365.90610371905717,-3.9888846138423872,3.7145688129071353,4.285431187092865,0.3967391304347826,0
103,174,-184.87617747700688,-3.9888846138423872,3.4204963116167493,4.579503688383251,0.4425287356321839,0
104,170,-302.1606915845089,-3.9888846138423872,3.0371495723061037,4.962850427693896,0.4235294117647059,0
105,170,-279.722013992084,-3.9888846138423872,2.8951670343553775,5.104832965644622,0.40588235294117647,0
106,188,-260.81559693273226,-3.9888846138423872,3.3964111963340575,4.603588803665943,0.44680851063829785,0
107,172,-234.71617054961808,-3.9888846138423872,3.541559843301531,4.458440156698469,0.4476744186046512,0
108,162,-503.9158728001975,-3.9888846138423872,3.6924162685215673,4.307583731478433,0.47530864197530864,0
109,166,-320.417319777934,-3.9888846138423872,3.5371595564025524,4.462840443597448,0.45180722891566266,0
110,168,-367.5674987813216,-3.9888846138423872,3.329942753391438,4.670057246608562,0.47619047619047616,0
111,172,-167.87617735046325,-3.9888846138423872,3.3177332666213086,4.682266733378691,0.46511627906976744,0
112,178,-308.9072902173868,-3.9888846138423872,3.4846621345078472,4.515337865492153,0.47191011235955055,0
113,162,-517.742031231708,-3.9888846138423872,3.3882456647846144,4.611754335215386,0.41358024691358025,0
