generation,population_size,mean_fitness,max_fitness,entropy,mutual_information,travel_gene_freq,num_migrations
0,172,-71703.3933792652,-0.6330538436317283,9.721782371205244,0.2782176287947564,0.43023255813953487,0
1,180,-48604.89313262328,-0.6330538436317283,9.369541617093283,0.630458382906717,0.4444444444444444,0
2,176,-27899.21173734656,-0.6330538436317283,8.736892001817745,1.2631079981822548,0.4943181818181818,0
3,166,-13498.65184405776,-0.36694615636827166,7.816050764520854,2.1839492354791457,0.463855421686747,0
4,162,-9182.935982719613,-0.36694615636827166,7.059657641063709,2.9403423589362907,0.5246913580246914,0
5,174,-15159.492708815284,-0.36694615636827166,7.041280844289424,2.9587191557105763,0.5229885057471264,0
6,168,-15627.823838999038,-0.36694615636827166,6.200546734514456,3.7994532654855444,0.5654761904761905,0
7,162,-11019.214192753327,-0.36694615636827166,5.826793211585796,4.173206788414204,0.5185185185185185,0
8,164,-14587.001084509357,-0.36694615636827166,5.678862221574297,4.321137778425703,0.49390243902439024,0
9,160,-12150.8810414788,-0.36694615636827166,5.077174114645384,4.922825885354616,0.5375,0
10,170,-11548.30228630057,-0.36694615636827166,4.935102029826964,5.064897970173036,0.5882352941176471,0
11,164,-10533.492234703566,-0.36694615636827166,4.934791050586372,5.065208949413628,0.6524390243902439,0
12,182,-9398.736988154757,-0.36694615636827166,4.4562028316927105,5.5437971683072895,0.6923076923076923,0
13,176,-12345.201532463585,-0.36694615636827166,4.471547753873992,5.528452246126008,0.625,0
14,172,-8576.765772824137,-0.36694615636827166,4.30382591690824,5.69617408309176,0.5813953488372093,0
15,180,-9716.688209600894,-2.052072609211742,4.695598414660899,5.304401585339101,0.5777777777777777,0
16,168,-23710.34718261171,-1.110275209259672,5.819676491921296,4.180323508078704,0.5297619047619048,0
17,174,-5675.644078955473,-44.43294610682756,5.857623250665949,4.142376749334051,0.5057471264367817,0
18,164,-10378.867155476695,-44.43294610682756,6.314771932241688,3.6852280677583122,0.4878048780487805,0
19,174,-8846.41703880088,-44.43294610682756,6.454365229518289,3.545634770481711,0.46551724137931033,0
20,164,-14734.340201063758,-44.43294610682756,6.398301031787542,3.6016989682124576,0.4451219512195122,0
21,160,-1433.493969558889,-0.9650687918060328,5.59556308936372,4.40443691063628,0.48125,0
22,170,-2151.613474741784,-1.3857174988530758,6.429708000100281,3.5702919998997187,0.43529411764705883,0
23,174,-1794.8170119445458,-0.9650687918060328,6.435318376926476,3.5646816230735237,0.40229885057471265,0
24,180,-1522.5779440918543,-0.9650687918060328,6.5884351836631065,3.4115648163368935,0.3888888888888889,0
25,168,-2153.9401525349485,-0.9650687918060328,6.538578029175736,3.461421970824264,0.43452380952380953,0
26,166,-2457.1229686176393,-0.9650687918060328,6.592692059590376,3.4073079404096243,0.39759036144578314,0
27,174,-1282.1307528072202,-0.9650687918060328,6.400659916471628,3.5993400835283724,0.3793103448275862,0
28,162,-2087.110137131817,-0.9650687918060328,6.2441301855756635,3.7558698144243365,0.35802469135802467,0
29,176,-2436.5190538266884,-0.9650687918060328,6.462065226523608,3.537934773476392,0.4715909090909091,0
30,174,-1428.5410290085308,-0.9650687918060328,5.385761418953134,4.614238581046866,0.46551724137931033,0
31,184,-1869.4416178489564,-0.9650687918060328,5.646751121726644,4.353248878273356,0.45652173913043476,0
32,168,-1643.1259770373956,-0.9650687918060328,5.222415864492142,4.777584135507858,0.44047619047619047,0
33,162,-1857.557517797518,-0.9650687918060328,4.7837439911456485,5.2162560088543515,0.41975308641975306,0
34,166,-1552.8382096525474,-0.9650687918060328,4.902390871340588,5.097609128659412,0.39759036144578314,0
35,168,-1529.0924965265915,-0.9650687918060328,4.861289743606281,5.138710256393719,0.4583333333333333,0
36,176,-148671.94854228693,-106.76901851099683,4.590182536875648,5.409817463124352,0.45454545454545453,0
37,170,-127220.35786025498,-106.76901851099683,6.253412198877703,3.7465878011222973,0.47058823529411764,0
38,166,-102223.87324568084,-11.951713047747035,7.487842693528966,2.5121573064710336,0.5602409638554217,0
39,164,-56678.5700960206,-11.951713047747035,7.790937502966917,2.2090624970330834,0.5853658536585366,0
40,162,-25544.774815859302,-11.951713047747035,7.589442337000922,2.4105576629990777,0.46296296296296297,0
41,166,-12040.116605035357,-10.951713047747035,7.422701571787741,2.5772984282122593,0.5301204819277109,0
42,178,-7573.3242658956415,-10.951713047747035,7.23187345475436,2.7681265452456403,0.5280898876404494,0
43,172,-12550.035213684083,-10.951713047747035,7.0096967416572795,2.9903032583427205,0.4941860465116279,0
44,168,-150600.6009069644,-146948.70355125365,6.801697661656157,3.1983023383438427,0.4880952380952381,0
45,162,-151313.4477004462,-146949.70355125365,7.483531298064834,2.5164687019351657,0.4691358024691358,0
46,170,-149502.39559996495,-146948.70355125365,7.561581669783364,2.438418330216636,0.3352941176470588,0
47,168,-149539.7843051638,-146944.0308149322,7.670491510558677,2.3295084894413227,0.38095238095238093,0
48,168,-149849.68273213416,-146944.0308149322,7.663896149571308,2.3361038504286924,0.35119047619047616,0
49,178,-149212.23603185648,-146944.0308149322,7.057928345837135,2.9420716541628646,0.4550561797752809,0
50,172,-148647.41425276035,-146944.0308149322,6.674779054234283,3.325220945765717,0.43023255813953487,0
51,180,-148904.42365991665,-146944.0308149322,6.7223369382281275,3.2776630617718725,0.37777777777777777,0
52,170,-148162.00261521435,-146944.0308149322,6.342858998920155,3.657141001079845,0.40588235294117647,0
53,166,-148615.0238555584,-146944.0308149322,5.6762899576561505,4.3237100423438495,0.4819277108433735,0
54,172,-148833.18954601587,-146944.0308149322,5.4281166755193935,4.5718833244806065,0.5406976744186046,0
55,164,-148795.08625013276,-146944.0308149322,5.530895368122255,4.469104631877745,0.5609756097560976,0
56,182,-148562.96816236924,-146944.0308149322,4.926378935337745,5.073621064662255,0.6483516483516484,0
57,182,-148896.33331004018,-146944.0308149322,4.890355419535689,5.109644580464311,0.6648351648351648,0
58,172,-148923.4842881913,-146944.0308149322,4.881177031715543,5.118822968284457,0.6686046511627907,0
59,172,-149004.0853413025,-146944.0308149322,5.444256464158045,4.555743535841955,0.6511627906976745,0
60,166,-305610.4048888677,-11067.722930091071,4.906218354280664,5.093781645719336,0.6626506024096386,0
61,170,-59265.75098207448,-4939.837165318262,7.040346623922915,2.9596533760770853,0.6705882352941176,0
62,174,-44921.22185985696,-1885.765901560975,8.77398795090117,1.2260120490988307,0.5977011494252874,0
63,176,-34281.48703890322,-10.419486669624462,8.806665930559625,1.1933340694403753,0.6136363636363636,0
64,174,-24888.574563263242,-6.175198494596572,8.886942422524463,1.1130575774755371,0.5804597701149425,0
65,178,-10121.549431152751,-30.07657431856389,8.443755828263063,1.556244171736937,0.5674157303370787,0
66,170,-4937.429174496056,-1.4550417292501274,8.09824278236328,1.9017572176367192,0.5411764705882353,0
67,180,-3128.1919783105623,-1.4550417292501274,7.989371507493946,2.0106284925060542,0.6,0
68,180,-2591.56590654524,-1.4550417292501274,7.818517015108586,2.1814829848914137,0.6222222222222222,0
69,178,-1745.407893826808,-1.4550417292501274,7.067783499403794,2.9322165005962058,0.6741573033707865,0
70,160,-2058.2904657620848,-1.6841767242077283,6.8105461654585655,3.1894538345414345,0.64375,0
71,168,-1719.6626211915057,-1.6841767242077283,6.408699246627861,3.5913007533721393,0.7023809523809523,0
72,160,-1415.2173966201558,-1.6841767242077283,6.1955728891722535,3.8044271108277465,0.625,0
73,176,-5803.581667623069,-0.0762680412391381,5.797930095362508,4.202069904637492,0.5113636363636364,0
74,172,-5020.489247133025,-0.0762680412391381,5.469217493494459,4.530782506505541,0.5348837209302325,0
75,176,-6912.713634510425,-0.0762680412391381,5.3210738040159855,4.6789261959840145,0.4772727272727273,0
76,168,-13526.984025405407,-0.0762680412391381,5.125974833256035,4.874025166743965,0.47619047619047616,0
77,174,-18182.111046257967,-0.0762680412391381,5.613546146305488,4.386453853694512,0.5172413793103449,0
78,184,-5684.742449975616,-0.0762680412391381,5.275576141033642,4.724423858966358,0.46195652173913043,0
79,164,-8588.610199220715,-0.0762680412391381,4.776556995290678,5.223443004709322,0.4817073170731707,0
80,164,-10935.423627363602,-0.0762680412391381,4.673818137175305,5.326181862824695,0.524390243902439,0
81,172,-5967.0739511184365,-0.0762680412391381,4.349372775904,5.650627224096,0.5116279069767442,0
82,170,-6716.652490352183,-0.0762680412391381,4.194581578190647,5.805418421809353,0.4764705882352941,0
83,170,-7064.614868565549,-0.0762680412391381,4.159590658770225,5.840409341229775,0.5294117647058824,0
84,168,-15857.903218006764,-0.0762680412391381,4.492850918188152,5.507149081811848,0.5476190476190477,0
85,170,-11228.003295486573,-0.0762680412391381,4.2288685893876305,5.7711314106123695,0.5176470588235295,0
86,172,-7629.996122742134,-0.0762680412391381,4.092316556511038,5.907683443488962,0.436046511627907,0
87,170,-7505.854957816362,-0.0762680412391381,4.188941143719776,5.811058856280224,0.43529411764705883,0
88,160,-11347.033815967847,-0.0762680412391381,4.29714115693775,5.70285884306225,0.49375,0
89,174,-8968.873684217882,-0.0762680412391381,4.654378865522532,5.345621134477468,0.47126436781609193,0
90,158,-5460.094980506749,-0.04242838014174577,3.8422379081118017,6.157762091888198,0.34810126582278483,0
91,178,-7885.675588916404,-0.04242838014174577,4.118365897809145,5.881634102190855,0.3146067415730337,0
92,164,-7304.737281988975,-0.04242838014174577,4.040286374307691,5.959713625692309,0.21951219512195122,0
93,164,-6232.258767106187,-0.04242838014174577,4.550317835447891,5.449682164552109,0.2865853658536585,0
94,174,-2149.232475378431,-1.5473020145632574,4.361105102453793,5.638894897546207,0.22413793103448276,0
95,180,-2918.4943129625613,-1.5473020145632574,4.9070605822748705,5.0929394177251295,0.2833333333333333,0
96,172,-1912.4665029405976,-1.5473020145632574,4.824017100266034,5.175982899733966,0.38953488372093026,0
97,170,-2593.911976333825,-1.5473020145632574,4.843674287507069,5.156325712492931,0.3411764705882353,0
98,164,-3091.1371443227727,-1.5473020145632574,5.442780343832061,4.557219656167939,0.2865853658536585,0
99,164,-2058.2327835504016,-1.5473020145632574,4.984439625585248,5.015560374414752,0.22560975609756098,0
100,168,-2517.541541655469,-1.5473020145632574,5.231981723134777,4.768018276865223,0.31547619047619047,0
101,170,-1905.8259834336484,-1.5473020145632574,4.275207738220403,5.724792261779597,0.3058823529411765,0
102,168,-2392.289345422531,-1.5473020145632574,4.334093338718246,5.665906661281754,0.30357142857142855,0
103,170,-2163.7750844057255,-1.5473020145632574,4.293287511555519,5.706712488444481,0.34705882352941175,0
104,166,-2910.3693707924053,-1.5473020145632574,4.52169731706298,5.47830268293702,0.3253012048192771,0
105,168,-3550.4043968927604,-1.5473020145632574,4.481172188351429,5.518827811648571,0.35714285714285715,0
106,172,-3392.2302114127237,-1.5473020145632574,4.818678237810767,5.181321762189233,0.3546511627906977,0
107,170,-3506.886392618332,-1.5473020145632574,4.630004069384911,5.369995930615089,0.4176470588235294,0
108,162,-1973.9331197828806,-1.5473020145632574,4.540268286237573,5.459731713762427,0.42592592592592593,0
109,172,-2122.6709861700406,-1.5473020145632574,4.7754787085119785,5.2245212914880215,0.48255813953488375,0
110,162,-3377.046181292048,-1.5473020145632574,4.518464646951823,5.481535353048177,0.5370370370370371,0
111,168,-2789.6875573212865,-1.5473020145632574,4.528418220581818,5.471581779418182,0.5416666666666666,0
112,170,-2343.1897992058807,-1.5473020145632574,4.518609640376004,5.481390359623996,0.4823529411764706,0
113,180,-2672.8410099607686,-1.5473020145632574,4.420198534000572,5.579801465999428,0.45,0
114,160,-2339.1830372335858,-1.5473020145632574,4.348524942081367,5.651475057918633,0.3375,0
115,180,-2897.4733103572216,-1.5473020145632574,4.490522953560818,5.509477046439182,0.4,0
116,182,-2846.985116750149,-1.5473020145632574,4.535002917822173,5.464997082177827,0.4010989010989011,0
117,166,-3012.047689174245,-1.5473020145632574,4.794918775941889,5.205081224058111,0.40963855421686746,0
118,164,-2395.751346653532,-1.5473020145632574,4.794636334706781,5.205363665293219,0.4634146341463415,0
119,160,-3007.744688427571,-1.5473020145632574,4.7433301440423,5.2566698559577,0.3875,0
120,176,-2371.219277063059,-1.5473020145632574,4.2576076188349115,5.7423923811650885,0.38636363636363635,0
121,148,-2329.7162836786397,-1.5473020145632574,4.068761080109935,5.931238919890065,0.39864864864864863,0
122,166,-22481.89997299347,-9.811901788757446,4.597221165827197,5.402778834172803,0.3614457831325301,0
123,170,-19123.573539390945,-9.811901788757446,5.2374227821945665,4.7625772178054335,0.27647058823529413,0
124,182,-16535.551686988845,-9.811901788757446,5.513870387389772,4.486129612610228,0.3516483516483517,0
125,168,-12348.436888768138,-9.811901788757446,5.853839721908242,4.146160278091758,0.36904761904761907,0
126,170,-20450.126807752913,-9.811901788757446,6.083157087151174,3.916842912848826,0.4294117647058823,0
127,170,-15236.73429813877,-9.811901788757446,5.381629533409945,4.618370466590055,0.5,0
128,164,-17377.986680177408,-9.811901788757446,5.150282002652348,4.849717997347652,0.5365853658536586,0
129,182,-16014.253083698339,-9.811901788757446,5.0833489680780755,4.9166510319219245,0.5384615384615384,0
130,172,-101911.74296420737,-86042.37185216972,4.949956224287556,5.050043775712444,0.5465116279069767,0
131,170,-98515.70755726921,-80483.79064366313,6.30931550686685,3.6906844931331504,0.5647058823529412,0
132,164,-93680.93321644145,-77743.27887084323,7.554658489241722,2.4453415107582783,0.5975609756097561,0
133,176,-88242.9110856368,-77496.01671256579,8.309156133513321,1.690843866486679,0.5454545454545454,0
134,174,-83702.79183780817,-77167.74288537158,8.381440120847513,1.6185598791524871,0.5804597701149425,0
135,168,-81902.12526032398,-77167.74288537158,8.646402553827464,1.353597446172536,0.49404761904761907,0
136,156,-80495.15382714383,-77167.74288537158,8.32892644171946,1.6710735582805398,0.46794871794871795,0
137,164,-78987.24470793465,-77167.74288537158,7.785391439831248,2.2146085601687524,0.5121951219512195,0
138,174,-78490.52923272386,-77167.74288537158,7.272283307614581,2.7277166923854193,0.5287356321839081,0
139,166,-230960.59695928678,-229255.41984956572,6.514429636380581,3.485570363619419,0.4819277108433735,0
140,168,-231281.73276823488,-229255.41984956572,5.812691277112803,4.187308722887197,0.4880952380952381,0
141,174,-232495.66459565354,-229255.41984956572,5.564807636845087,4.435192363154913,0.5229885057471264,0
